phone_number,place_id,email,business_name,full_address,street,cid,image,municipality,plus_code,social_media_links,opening_hours,google_map_url,latitude,longitude,reviews_url,average_rating,review_count,website,categories,phones
(312) 226-8622,ChIJKRJ1Od8sDogR-5GeXCh5SS8,contact@jhbrandscpas.com,John H Brands CPA,"1016 W Jackson Blvd, Chicago, IL 60607, USA","1016 West Jackson Boulevard, Chicago",3407387807342039547,https://lh3.googleusercontent.com/places/ANJU3DsRHfztpYJ9goBqoLMCoNiIhqDwFzCdmtYRjPvBdXsBWi6oT00toAD9gG-8DMxJY4UrM8T9wTdkYH-2aYdT5us1eisjUj9Pvbk=s1600-w400,"Chicago, IL 60607",86HJV8HW+6V,Facebook:  https://www.facebook.com/pages/   Twitter:  https://www.Twitter.com/widgets/    ,"Monday: [9:00 AM – 5:00 PM], Tuesday: [9:00 AM – 5:00 PM], Wednesday: [9:00 AM – 5:00 PM], Thursday: [9:00 AM – 5:00 PM], Friday: [9:00 AM – 5:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=3407387807342039547,41.8780327,-87.6527642,https://search.google.com/local/reviews?placeid=ChIJKRJ1Od8sDogR-5GeXCh5SS8&q=John+H+Brands+CPA%2C+1016+W+Jackson+Blvd%2C+Chicago%2C+IL+60607%2C+USA&authuser=0&hl=en&gl=US,4.6,13,http://www.jhbrandscpas.com/,"accounting, finance, point_of_interest, establishment",+1 312-226-8622
(312) 924-2811,ChIJ15bX76UsDogR4Dw-HKz_6LM,,"Caramagno & Associates, Ltd.","73 W Monroe St #525, Chicago, IL 60603, USA","73 West Monroe Street #525, Chicago",12963892642059271392,https://lh3.googleusercontent.com/places/ANJU3DtBFhfsy3dLa6lftZTgqY0jU-24Kfe3gx3cGmOGyLZK-wM__-Ry7RJz5SSynm6KURqLUQ60F8JvmHo6ln0kGv27EANNQwX_gGM=s1600-w400,"Chicago, IL 60603",86HJV9J9+5W,,"Monday: [8:30 AM – 5:00 PM], Tuesday: [8:30 AM – 5:00 PM], Wednesday: [8:30 AM – 5:00 PM], Thursday: [8:30 AM – 5:00 PM], Friday: [8:30 AM – 5:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=12963892642059271392,41.88040170000001,-87.63020379999999,https://search.google.com/local/reviews?placeid=ChIJ15bX76UsDogR4Dw-HKz_6LM&q=Caramagno+%26+Associates%2C+Ltd.%2C+73+W+Monroe+St+%23525%2C+Chicago%2C+IL+60603%2C+USA&authuser=0&hl=en&gl=US,4,4,http://www.caramagno.cpa/,"accounting, finance, point_of_interest, establishment",+1 312-924-2811
(312) 554-3400,ChIJlWcVRLgsDogROX3WwGQtjAk,,John R. Waters Company,"225 W Washington St STE 1120, Chicago, IL 60606, USA","225 West Washington Street STE 1120, Chicago",687974753836105017,https://lh3.googleusercontent.com/places/ANJU3DvAF4UplBigf2vXDVOfR37Glp9s-txeN5HhXs-sBh9pUelJo4vfpKu5bvYhK2hwjKvUw11f4g-VZNlQGRpM1JET6b0GdohsVQU=s1600-w400,"Chicago, IL 60606",86HJV9M8+62,,"Monday: [9:00 AM – 5:00 PM], Tuesday: [9:00 AM – 5:00 PM], Wednesday: [9:00 AM – 5:00 PM], Thursday: [9:00 AM – 5:00 PM], Friday: [9:00 AM – 5:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=687974753836105017,41.8830202,-87.63497579999999,https://search.google.com/local/reviews?placeid=ChIJlWcVRLgsDogROX3WwGQtjAk&q=John+R.+Waters+Company%2C+225+W+Washington+St+STE+1120%2C+Chicago%2C+IL+60606%2C+USA&authuser=0&hl=en&gl=US,5,2,http://www.jrwaters.com/,"accounting, finance, point_of_interest, establishment",+1 312-554-3400
(773) 761-4357,ChIJWb-nEyDOD4gRxJQcj7GKTH8,,Modern Accounting & Insurance,"6357 N Fairfield Ave, Chicago, IL 60659, USA","6357 North Fairfield Avenue, Chicago",9172859036261717188,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Chicago, IL 60659",86HJX8W2+WM,Not Available,"Monday: [12:00 – 5:00 PM], Tuesday: [12:00 – 5:00 PM], Wednesday: [12:00 – 5:00 PM], Thursday: [12:00 – 5:00 PM], Friday: [12:00 – 5:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=9172859036261717188,41.99737080000001,-87.69828969999999,https://search.google.com/local/reviews?placeid=ChIJWb-nEyDOD4gRxJQcj7GKTH8&q=Modern+Accounting+%26+Insurance%2C+6357+N+Fairfield+Ave%2C+Chicago%2C+IL+60659%2C+USA&authuser=0&hl=en&gl=US,4,43,,"accounting, finance, point_of_interest, establishment",+1 773-761-4357
(312) 326-3412,ChIJFY9c9GMsDogRTcAwwC0Age4,,Enterprise CPA,"209 W 23rd St #2, Chicago, IL 60616, USA","209 West 23rd Street #2, Chicago",17186017849520472141,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Chicago, IL 60616",86HJV929+82,,"Monday: [10:00 AM – 6:00 PM], Tuesday: [10:00 AM – 6:00 PM], Wednesday: [10:00 AM – 6:00 PM], Thursday: [10:00 AM – 6:00 PM], Friday: [10:00 AM – 6:00 PM], Saturday: [10:00 AM – 6:00 PM], Sunday: [10:00 AM – 6:00 PM]",https://maps.google.com/?cid=17186017849520472141,41.8507675,-87.6324214,https://search.google.com/local/reviews?placeid=ChIJFY9c9GMsDogRTcAwwC0Age4&q=Enterprise+CPA%2C+209+W+23rd+St+%232%2C+Chicago%2C+IL+60616%2C+USA&authuser=0&hl=en&gl=US,3,2,http://www.ecommercecpa.com/,"accounting, finance, point_of_interest, establishment",+1 312-326-3412
(773) 871-1256,ChIJi4ZKwK3TD4gRYrQuucAQKVk,,"Alan Sanchez, CPA, P.C.","3240 N Sheffield Ave ste 1, Chicago, IL 60657, USA","3240 North Sheffield Avenue ste 1, Chicago",6424684763347334242,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Chicago, IL 60657",86HJW8RW+C6,,"Monday: [10:00 AM – 5:00 PM], Tuesday: [10:00 AM – 5:00 PM], Wednesday: [10:00 AM – 5:00 PM], Thursday: [10:00 AM – 5:00 PM], Friday: [Closed], Saturday: [11:00 AM – 4:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=6424684763347334242,41.9411196,-87.6543951,https://search.google.com/local/reviews?placeid=ChIJi4ZKwK3TD4gRYrQuucAQKVk&q=Alan+Sanchez%2C+CPA%2C+P.C.%2C+3240+N+Sheffield+Ave+ste+1%2C+Chicago%2C+IL+60657%2C+USA&authuser=0&hl=en&gl=US,5,7,http://www.alansanchezcpa.com/,"accounting, finance, point_of_interest, establishment",+1 773-871-1256
(917) 923-4178,ChIJZXBABbhYwokRpDrX64PMUHk,contact@upsidetax.com,Upside Tax and Financial - Andrew Donoghue CPA CFP,"2 Gold St, New York, NY 10038, USA","2 Gold Street, New York",8741711743695665828,https://lh3.googleusercontent.com/places/ANJU3DskTFwse996FvZrMIP0GcOWxR4Xa8ZOUofXnXTA9pAG5fF62oW0bpunLUISNorT1klkKthPK_gXApXNzDPiPS5SkZ0heZKMY2Y=s1600-w400,"New York, NY 10038",87G7PX4V+X7,,"Monday: [8:00 AM – 8:00 PM], Tuesday: [8:00 AM – 8:00 PM], Wednesday: [8:00 AM – 8:00 PM], Thursday: [8:00 AM – 8:00 PM], Friday: [8:00 AM – 8:00 PM], Saturday: [8:00 AM – 8:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=8741711743695665828,40.7074723,-74.0068304,https://search.google.com/local/reviews?placeid=ChIJZXBABbhYwokRpDrX64PMUHk&q=Upside+Tax+and+Financial+-+Andrew+Donoghue+CPA+CFP%2C+2+Gold+St%2C+New+York%2C+NY+10038%2C+USA&authuser=0&hl=en&gl=US,5,56,http://www.upsidetax.com/,"accounting, finance, point_of_interest, establishment",+1 917-923-4178
(212) 631-0320,ChIJEyBg56hZwokR8rXtMbbM5dA,,"Mark E. Feinsot, CPA","38 W 32nd St #400, New York, NY 10001, USA","38 West 32nd Street #400, New York",15052662412449527282,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"New York, NY 10001",87G8P2X6+2X,Facebook:  https://www.facebook.com/markfeinsotcpa/   LinkedIn:  https://www.LinkedIn.com/company/www-midtowncpafirm-com/  ,"Monday: [9:00 AM – 5:00 PM], Tuesday: [9:00 AM – 5:00 PM], Wednesday: [9:00 AM – 5:00 PM], Thursday: [9:00 AM – 5:00 PM], Friday: [9:00 AM – 5:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=15052662412449527282,40.7475358,-73.987594,https://search.google.com/local/reviews?placeid=ChIJEyBg56hZwokR8rXtMbbM5dA&q=Mark+E.+Feinsot%2C+CPA%2C+38+W+32nd+St+%23400%2C+New+York%2C+NY+10001%2C+USA&authuser=0&hl=en&gl=US,5,16,http://www.midtowncpafirm.com/,"accounting, finance, point_of_interest, establishment",+1 212-631-0320
(212) 269-0900,ChIJD6rvGBdawokRWAnglPJa6vM,,Manhattan CPA,"125 Maiden Ln, New York, NY 10038, USA","125 Maiden Lane, New York",17575960493693077848,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"New York, NY 10038",87G7PX4V+MC,Facebook:  https://www.facebook.com/Miller-Company-LLP-741061575994635/   Twitter:  https://www.Twitter.com/cpafirmnyc1/    Instagram:  https://www.Instagram.com/millercompanyllp/ LinkedIn:  https://www.LinkedIn.com/company/miller-/  ,Not Available,https://maps.google.com/?cid=17575960493693077848,40.7067018,-74.00644550000001,https://search.google.com/local/reviews?placeid=ChIJD6rvGBdawokRWAnglPJa6vM&q=Manhattan+CPA%2C+125+Maiden+Ln%2C+New+York%2C+NY+10038%2C+USA&authuser=0&hl=en&gl=US,,,http://www.manhattan-cpa.com/,"accounting, finance, point_of_interest, establishment",+1 212-269-0900
(212) 361-9837,ChIJXbwID6ZZwokRCErk0UC_j9Q,,Public Accounting & Tax Services,"1178 Broadway Suite3425, New York, NY 10018, USA","1178 Broadway Suite3425, New York",15316671142830557704,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"New York, NY 10018",87G8P2W6+4M,Not Available,"Monday: [9:00 AM – 5:00 PM], Tuesday: [9:00 AM – 5:00 PM], Wednesday: [9:00 AM – 5:00 PM], Thursday: [9:00 AM – 5:00 PM], Friday: [9:00 AM – 5:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=15316671142830557704,40.7452618,-73.9883517,https://search.google.com/local/reviews?placeid=ChIJXbwID6ZZwokRCErk0UC_j9Q&q=Public+Accounting+%26+Tax+Services%2C+1178+Broadway+Suite3425%2C+New+York%2C+NY+10018%2C+USA&authuser=0&hl=en&gl=US,,,,"accounting, finance, point_of_interest, establishment",+1 212-361-9837
(917) 359-3515,ChIJjzmEnwRZwokR7LcZkaCn8rs,,accounting,"305 E 40th St, New York, NY 10016, USA","305 East 40th Street, New York",13543071337527490540,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"New York, NY 10016",87G8P2XG+CW,Not Available,Not Available,https://maps.google.com/?cid=13543071337527490540,40.74857249999999,-73.9727455,https://search.google.com/local/reviews?placeid=ChIJjzmEnwRZwokR7LcZkaCn8rs&q=accounting%2C+305+E+40th+St%2C+New+York%2C+NY+10016%2C+USA&authuser=0&hl=en&gl=US,,,,"accounting, finance, point_of_interest, establishment",+1 917-359-3515
(646) 661-2010,ChIJu_todwdZwokRYpU66Mm0joI,natalya@customaccountingcpa.com,Custom Accounting CPA,"3 Columbus Circle 15th Floor, New York, NY 10019, USA","3 Columbus Circle 15th Floor, New York",9407655450901124450,https://lh3.googleusercontent.com/places/ANJU3Dt7cjCj18Rr3ObBh4GD5O04Wi8jzzuYeOZOwzHW5Id3LQLIuF4FkLPWrWIi3TenS5ID_ve3xyqsM0vZjBEfDR6tL0MVdImNyWY=s1600-w400,"New York, NY 10019",87G8Q289+Q4,Facebook:  https://www.facebook.com/CustomAccountingCPA/   Twitter:  https://www.Twitter.com/CpaCustom/    Instagram:  https://www.Instagram.com/customaccountingcpa/ LinkedIn:  https://www.LinkedIn.com/company/customaccountingcpa/  ,"Monday: [9:00 AM – 5:00 PM], Tuesday: [9:00 AM – 5:00 PM], Wednesday: [9:00 AM – 5:00 PM], Thursday: [9:00 AM – 5:00 PM], Friday: [9:00 AM – 5:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=9407655450901124450,40.7669469,-73.9821808,https://search.google.com/local/reviews?placeid=ChIJu_todwdZwokRYpU66Mm0joI&q=Custom+Accounting+CPA%2C+3+Columbus+Circle+15th+Floor%2C+New+York%2C+NY+10019%2C+USA&authuser=0&hl=en&gl=US,5,15,https://www.customaccountingonline.com/,"accounting, finance, point_of_interest, establishment",+1 646-661-2010
