phone_number,place_id,email,business_name,full_address,street,cid,image,municipality,plus_code,social_media_links,opening_hours,google_map_url,latitude,longitude,reviews_url,average_rating,review_count,website,categories,phones
0808 531 0359,ChIJGZdgK4eNOxARTV9MRAf2BLA,,Imran Roofing & Properties,"101 Old Otta Rd, Orile Agege 100283, Lagos, Nigeria","101 Old Otta Road, Lagos",12683532961653219149,https://lh3.googleusercontent.com/places/ANJU3DtWeNIE8OVgJSwfnNsWU_UKl8MV7zX58lA13Af3C87PTSAVPEbiOcPZywYES0h9Gc79mHL5cdrDZR9GRTd8h6fXO6R64ZCUWYg=s1600-w400,"Lagos, LA 100283",6FR5J8M3+JC,,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours]",https://maps.google.com/?cid=12683532961653219149,6.6340355,3.3036046,https://search.google.com/local/reviews?placeid=ChIJGZdgK4eNOxARTV9MRAf2BLA&q=Imran+Roofing+%26+Properties%2C+101+Old+Otta+Rd%2C+Orile+Agege+100283%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,4.9,537,https://imranroofing.com.ng/,"roofing_contractor, point_of_interest, establishment",+234 808 531 0359
0908 351 2995,ChIJee1bjXCROxARD9uIuK1gL9E,,MARSTAR ROOFING,"28, Lagos Abeokuta Express Road, Cement Bus Stop Ikeja, Idi Mangoro 102212, Lagos, Nigeria","28, Lagos Abeokuta Express Road, Cement Bus Stop Ikeja, Lagos",15073372777073924879,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Lagos, LA 102212",6FR5J85C+7W,,"Monday: [8:00 AM – 5:30 PM], Tuesday: [8:00 AM – 5:30 PM], Wednesday: [8:00 AM – 5:30 PM], Thursday: [8:00 AM – 5:30 PM], Friday: [8:00 AM – 5:30 AM], Saturday: [8:00 AM – 5:30 PM], Sunday: [Closed]",https://maps.google.com/?cid=15073372777073924879,6.6082487,3.322295599999999,https://search.google.com/local/reviews?placeid=ChIJee1bjXCROxARD9uIuK1gL9E&q=MARSTAR+ROOFING%2C+28%2C+Lagos+Abeokuta+Express+Road%2C+Cement+Bus+Stop+Ikeja%2C+Idi+Mangoro+102212%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,,,https://marstar-roofing.business.site/?utm_source=gmb&utm_medium=referral,"roofing_contractor, point_of_interest, establishment",+234 908 351 2995
0817 488 4396,ChIJV6aoywOROxAR5xbGfl6U12A,,Quick Roofing Systems,"63 Old Otta Rd, Agege 115571, Lagos, Nigeria","63 Old Otta Road, Lagos",6978209281208620775,https://lh3.googleusercontent.com/places/ANJU3DtXypQfBZjVnqzaLIc0q-ZQUWD_FBp2JJp7Ts688ez3HshOznR_bBUZpjtAv27pTisvZ53QvEy3IaimdIdz_8LPIcEPFNOCfEg=s1600-w400,"Lagos, LA 115571",6FR5J8M4+2J,Not Available,"Monday: [7:00 AM – 10:00 PM], Tuesday: [9:00 AM – 10:00 PM], Wednesday: [9:00 AM – 10:00 PM], Thursday: [9:00 AM – 10:00 PM], Friday: [9:00 AM – 10:00 PM], Saturday: [9:00 AM – 8:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=6978209281208620775,6.632536099999999,3.3065737,https://search.google.com/local/reviews?placeid=ChIJV6aoywOROxAR5xbGfl6U12A&q=Quick+Roofing+Systems%2C+63+Old+Otta+Rd%2C+Agege+115571%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,4.5,4,,"roofing_contractor, point_of_interest, establishment",+234 817 488 4396
(425) 741-3744,ChIJPenVCGEVkFQRl8JwY0qWnuE,,Roofing Specialists Northwest,"1752 NW Market St Suite #4104, Seattle, WA 98107, USA","1752 Northwest Market Street Suite #4104, Seattle",16257596951094149783,https://lh3.googleusercontent.com/places/ANJU3DtzPn-LYQy3_hkhqe5AHZ2S4iy4eBCU6rU9-pXXcHCZjxZ7qOhdKXGqEEZDBGn3kew-S5jJvlSmXvej60Uv0lIsodIlTM798f8=s1600-w400,"Seattle, WA 98107",84VVMJ99+HG,,"Monday: [8:00 AM – 5:00 PM], Tuesday: [8:00 AM – 5:00 PM], Wednesday: [8:00 AM – 5:00 PM], Thursday: [8:00 AM – 5:00 PM], Friday: [8:00 AM – 5:00 PM], Saturday: [8:00 AM – 3:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=16257596951094149783,47.66889699999999,-122.381141,https://search.google.com/local/reviews?placeid=ChIJPenVCGEVkFQRl8JwY0qWnuE&q=Roofing+Specialists+Northwest%2C+1752+NW+Market+St+Suite+%234104%2C+Seattle%2C+WA+98107%2C+USA&authuser=0&hl=en&gl=US,5,3,https://roofingspecialistsnw.com/,"roofing_contractor, general_contractor, point_of_interest, establishment",+1 425-741-3744
0812 723 9652,ChIJX6LGhA2FOxARMxhFgM4DV_M,,Ogbeche Roofings,"37 OLUGBON OLUSESE STR Ipaja, Ikotun 102213, Lagos, Nigeria","37 OLUGBON OLUSESE STR Ipaja, Lagos",17534487859640473651,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Lagos, LA 102213",6FR5H772+66,,Not Available,https://maps.google.com/?cid=17534487859640473651,6.5630684,3.2505651,https://search.google.com/local/reviews?placeid=ChIJX6LGhA2FOxARMxhFgM4DV_M&q=Ogbeche+Roofings%2C+37+OLUGBON+OLUSESE+STR+Ipaja%2C+Ikotun+102213%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,,,https://ogbeche-roofings.business.site/?utm_source=gmb&utm_medium=referral,"roofing_contractor, point_of_interest, establishment",+234 812 723 9652
(206) 782-2819,ChIJsfxsAsoVkFQRcgUhOQ9v4Bo,,Christensen Roofing Co,"1113 NW 54th St, Seattle, WA 98107, USA","1113 Northwest 54th Street, Seattle",1936669950942971250,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Seattle, WA 98107",84VVMJ9H+3G,Not Available,Not Available,https://maps.google.com/?cid=1936669950942971250,47.66767369999999,-122.3712057,https://search.google.com/local/reviews?placeid=ChIJsfxsAsoVkFQRcgUhOQ9v4Bo&q=Christensen+Roofing+Co%2C+1113+NW+54th+St%2C+Seattle%2C+WA+98107%2C+USA&authuser=0&hl=en&gl=US,4,4,,"roofing_contractor, point_of_interest, establishment",+1 206-782-2819
(425) 344-8709,ChIJy1QJILEakFQROy_Gpn0vSWU,fenixroofwash@hotmail.com,Fenix Roof Service,"4411 Wallingford Ave N Suite D, Seattle, WA 98103, USA","4411 Wallingford Avenue North Suite D, Seattle",7298416887846022971,https://lh3.googleusercontent.com/places/ANJU3DvtWGNUYTwoyOi8YHJFzhSgDwYk7ZU-pMnUTHihzP6NkbVLa_cWI6LF9O_3Xu0VsJNuDAO_ZXidXQqu82H5cJAaBYDNsJvbgYA=s1600-w400,"Seattle, WA 98103",84VVMM67+7C,Facebook:  https://www.facebook.com/fenixroofservice/   Instagram:  https://www.Instagram.com/fenixroofwash/ ,"Monday: [9:00 AM – 5:00 PM], Tuesday: [9:00 AM – 5:00 PM], Wednesday: [9:00 AM – 5:00 PM], Thursday: [9:00 AM – 5:00 PM], Friday: [9:00 AM – 5:00 PM], Saturday: [9:00 AM – 1:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=7298416887846022971,47.6606728,-122.3364065,https://search.google.com/local/reviews?placeid=ChIJy1QJILEakFQROy_Gpn0vSWU&q=Fenix+Roof+Service%2C+4411+Wallingford+Ave+N+Suite+D%2C+Seattle%2C+WA+98103%2C+USA&authuser=0&hl=en&gl=US,4.9,118,https://www.fenixroofservice.com/,"roofing_contractor, point_of_interest, establishment",+1 425-344-8709
(206) 973-6575,ChIJVVVVlbNqkFQRuczgsO7ofEY,diamond_const@yahoo.com,Diamond Roofing & Construction,"6421 Lake Washington Blvd NE #409, Kirkland, WA 98033, USA","6421 Lake Washington Boulevard Northeast #409, Kirkland",5079190591634459833,https://lh3.googleusercontent.com/places/ANJU3DsHtdQveG-NuoRXWWxRS2tWqmiMghijnKpl52VfNoQd3Lye2ytJNh1gEU4jA7-8xc2o1o5eeCBO2k3vNRWJBBxQHqVdrsVHhvc=s1600-w400,"Kirkland, WA 98033",84VVMQ7R+QW,Facebook:  https://www.facebook.com/diamondroofingconstruction/   ,"Monday: [7:00 AM – 6:00 PM], Tuesday: [7:00 AM – 6:00 PM], Wednesday: [7:00 AM – 6:00 PM], Thursday: [7:00 AM – 6:00 PM], Friday: [7:00 AM – 6:00 PM], Saturday: [7:00 AM – 6:00 PM], Sunday: [7:00 AM – 6:00 PM]",https://maps.google.com/?cid=5079190591634459833,47.6643921,-122.207744,https://search.google.com/local/reviews?placeid=ChIJVVVVlbNqkFQRuczgsO7ofEY&q=Diamond+Roofing+%26+Construction%2C+6421+Lake+Washington+Blvd+NE+%23409%2C+Kirkland%2C+WA+98033%2C+USA&authuser=0&hl=en&gl=US,5,68,http://www.diamondconstructionwa.com/,"roofing_contractor, point_of_interest, establishment",+1 206-973-6575
(206) 673-6057,ChIJYaPOhV6h7YIRfqnpGzbKjuQ,serice@maritime-roofing.com,Maritime Roofing and Construction,"10856 Des Moines Memorial Dr S, Seattle, WA 98168, USA","10856 Des Moines Memorial Drive South, Seattle",16469323221085825406,https://lh3.googleusercontent.com/places/ANJU3DvfxH6daKNj-J1R7eXd2tVH2gxZmPq9jHtsEDzH1lCVMo_H7iiamsqCOpfTuRGqc2Hv1ZS6zrNVK88a5pfJW2Jvyf9fncF6lWs=s1600-w400,"Seattle, WA 98168",84VVGM3W+XJ,,"Monday: [8:00 AM – 5:00 PM], Tuesday: [8:00 AM – 5:00 PM], Wednesday: [8:00 AM – 5:00 PM], Thursday: [8:00 AM – 5:00 PM], Friday: [8:00 AM – 5:00 PM], Saturday: [9:00 AM – 1:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=16469323221085825406,47.5049472,-122.3034543,https://search.google.com/local/reviews?placeid=ChIJYaPOhV6h7YIRfqnpGzbKjuQ&q=Maritime+Roofing+and+Construction%2C+10856+Des+Moines+Memorial+Dr+S%2C+Seattle%2C+WA+98168%2C+USA&authuser=0&hl=en&gl=US,4.6,19,https://www.maritime-roofing.com/,"roofing_contractor, general_contractor, point_of_interest, store, establishment",+1 206-673-6057
(206) 312-7663,ChIJcxHNdDVbkFQRyPBcF2nVUWI,,Three Tree Roofing,"19032 66th Ave S Ste C-104, Kent, WA 98032, USA","19032 66th Avenue South Ste C-104, Kent",7084678336170750152,https://lh3.googleusercontent.com/places/ANJU3DsDPg4_Glo6l9zXQnz_kGSxz3Kk0L77qwrhEGnEAro1BwQV309srzmj08DvkmYBePrxxckYRvfdlWo1r7ztbmUp9pFNJRFNk00=s1600-w400,"Kent, WA 98032",84VVCPJX+CR,Facebook:  https://www.facebook.com/ThreeTreeRoofing/   Twitter:  https://www.Twitter.com/threetreeroof/    Instagram:  https://www.Instagram.com/Threetreeroofing/ LinkedIn:  https://www.LinkedIn.com/company/three-tree-roofing/  YouTube_Channel:  https://www.youtube.com/channel/UC5oY2ZyDrSBCO25F6szaf1w/  ,"Monday: [7:00 AM – 4:00 PM], Tuesday: [7:00 AM – 4:00 PM], Wednesday: [7:00 AM – 4:00 PM], Thursday: [7:00 AM – 4:00 PM], Friday: [7:00 AM – 4:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=7084678336170750152,47.43104169999999,-122.2504376,https://search.google.com/local/reviews?placeid=ChIJcxHNdDVbkFQRyPBcF2nVUWI&q=Three+Tree+Roofing%2C+19032+66th+Ave+S+Ste+C-104%2C+Kent%2C+WA+98032%2C+USA&authuser=0&hl=en&gl=US,4.9,127,https://www.threetreeroofing.com/,"roofing_contractor, point_of_interest, establishment",+1 206-312-7663
0805 900 5022,ChIJ4yezmT2ROxARqAzaBVPn0Gc,,Best Roofing Materials Limited,"227 Mulero Iyana Ipaja, Lagos State, Nigeria Alimosho Lagos NG, Ipaja 100275, Iyana, Lagos, Nigeria","227 Mulero Iyana Ipaja, Lagos State, Nigeria Alimosho Lagos NG, Iyana",7480733324828871848,https://lh3.googleusercontent.com/places/ANJU3DujWMoV1g1o-OGNXBo4TIArRFYtK2F7RH8onOHKSgioDBRDQv_rQSfcC7_GYTJ_2GvGyQnxW-wFD_3mTGyeJrkLhkqd1SIpYQ0=s1600-w400,"Iyana, LA 100275",6FR5J76J+J4,Not Available,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Closed]",https://maps.google.com/?cid=7480733324828871848,6.611545899999999,3.280336399999999,https://search.google.com/local/reviews?placeid=ChIJ4yezmT2ROxARqAzaBVPn0Gc&q=Best+Roofing+Materials+Limited%2C+227+Mulero+Iyana+Ipaja%2C+Lagos+State%2C+Nigeria+Alimosho+Lagos+NG%2C+Ipaja+100275%2C+Iyana%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,3.7,7,,"roofing_contractor, point_of_interest, establishment",+234 805 900 5022
0805 943 1517,ChIJnxG_6FOROxARV29iE8038Xg,,IDE ROOFING SYSTEM,"101 Old Otta Rd, Orile Agege 100283, Lagos, Nigeria","101 Old Otta Road, Lagos",8714808107871661911,https://lh3.googleusercontent.com/places/ANJU3Dv-SQ8_sn-vN4IxJ1RAeRaawXJt9cTxD48Fvwj1UTodD6DwKBfSR3ExvpSRGPQkGpSD6cAJJGCwMx-bBbTS2kaPKpPQoIETl90=s1600-w400,"Lagos, LA 100283",6FR5J8M3+JG,,"Monday: [8:00 AM – 7:30 PM], Tuesday: [8:00 AM – 7:30 PM], Wednesday: [8:00 AM – 7:30 PM], Thursday: [8:00 AM – 7:30 PM], Friday: [8:00 AM – 7:30 PM], Saturday: [8:00 AM – 7:30 PM], Sunday: [Closed]",https://maps.google.com/?cid=8714808107871661911,6.6340756,3.30375,https://search.google.com/local/reviews?placeid=ChIJnxG_6FOROxARV29iE8038Xg&q=IDE+ROOFING+SYSTEM%2C+101+Old+Otta+Rd%2C+Orile+Agege+100283%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,5,110,https://www.ideroofingsystem.com/,"roofing_contractor, store, point_of_interest, establishment",+234 805 943 1517
0902 976 5066,ChIJJQ8u2fiTOxARvUXtla403uI,prince@princemorpheus.net,Berger Roofing,"75 Mobolaji Bank Anthony Way, Opebi 101233, Ikeja, Lagos, Nigeria","75 Mobolaji Bank Anthony Way, Ikeja",16347561621845788093,https://lh3.googleusercontent.com/places/ANJU3Dtqj84B0xJVp7BW2YnYjbIh7_BRch8Hs4VhEwD8_XzL08J6ydhsgNpka-zqfeCIM5tZaGrB5Pbx81qw-tPSH3iQaHLcsZS6znY=s1600-w400,"Ikeja, LA 101233",6FR5H8VV+PF,Facebook:  https://www.facebook.com/BergerRoofing/   Instagram:  https://www.Instagram.com/dream_theme_photo/ ,"Monday: [8:00 AM – 5:00 PM], Tuesday: [8:00 AM – 5:00 PM], Wednesday: [8:00 AM – 5:00 PM], Thursday: [8:00 AM – 5:00 PM], Friday: [8:00 AM – 5:00 PM], Saturday: [9:00 AM – 2:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=16347561621845788093,6.594297,3.343675,https://search.google.com/local/reviews?placeid=ChIJJQ8u2fiTOxARvUXtla403uI&q=Berger+Roofing%2C+75+Mobolaji+Bank+Anthony+Way%2C+Opebi+101233%2C+Ikeja%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,,,http://bergerroofs.com/,"roofing_contractor, point_of_interest, establishment",+234 902 976 5066
0810 208 5640,ChIJoSvQYxSROxARAb7Q0_3HzkM,,Ade & Son Roofing and Construction,"33 Ojekunle St, Agege 100284, Lagos, Nigeria","33 Ojekunle Street, Lagos",4886062538737892865,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Lagos, LA 100284",6FR5J8G8+G8,Not Available,Not Available,https://maps.google.com/?cid=4886062538737892865,6.6263642,3.3158009,https://search.google.com/local/reviews?placeid=ChIJoSvQYxSROxARAb7Q0_3HzkM&q=Ade+%26+Son+Roofing+and+Construction%2C+33+Ojekunle+St%2C+Agege+100284%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,,,,"roofing_contractor, point_of_interest, establishment",+234 810 208 5640
,ChIJG2D23beNOxARswyHdxqH4Iw,,Roofing Service,"6 Fatomi Cres, Somolu 100242, Lagos, Nigeria","6 Fatomi Crescent, Lagos",10151262107837336755,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Lagos, LA 100242",6FR5G9JM+PG,Not Available,Not Available,https://maps.google.com/?cid=10151262107837336755,6.5318595,3.3837943,https://search.google.com/local/reviews?placeid=ChIJG2D23beNOxARswyHdxqH4Iw&q=Roofing+Service%2C+6+Fatomi+Cres%2C+Somolu+100242%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,,,,"roofing_contractor, point_of_interest, establishment",
(206) 766-3464,ChIJk0Ygiv9dkFQRlknWVG2wh3w,,Valentine Roofing,"400 Industry Dr Suite 130, Tukwila, WA 98188, USA","400 Industry Drive Suite 130, Tukwila",8973334766180256150,https://lh3.googleusercontent.com/places/ANJU3DviEj60BLr795O83xv-_fYLbB0aDU5EAd30r6CK01MjCNGslaoKFqVzSVd-JfTBasEJUVyhlAYxsHbP-VpwZ5RDKrVZDMS1HeI=s1600-w400,"Tukwila, WA 98188",84VVFQ32+P6,Facebook:  https://www.facebook.com/valentineroofing/   Instagram:  https://www.Instagram.com/valentineroofing/ ,"Monday: [8:00 AM – 4:30 PM], Tuesday: [8:00 AM – 4:30 PM], Wednesday: [8:00 AM – 4:30 PM], Thursday: [8:00 AM – 4:30 PM], Friday: [8:00 AM – 4:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=8973334766180256150,47.4542805,-122.2494952,https://search.google.com/local/reviews?placeid=ChIJk0Ygiv9dkFQRlknWVG2wh3w&q=Valentine+Roofing%2C+400+Industry+Dr+Suite+130%2C+Tukwila%2C+WA+98188%2C+USA&authuser=0&hl=en&gl=US,4.8,997,https://valentineroof.com/?=GBP,"roofing_contractor, general_contractor, point_of_interest, establishment",+1 206-766-3464
0818 474 2254,ChIJn_S2OAmROxAR9W1hPSF6krc,,Oludipe Roofings,"24 WALE ADEKOYA, AGBEDE OLOSURGBO, Ipaja, Ikotun 102213, Lagos, Nigeria","AGBEDE OLOSURGBO, 24 WALE ADEKOYA, Ipaja, Lagos",13227769338722872821,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Lagos, LA 102213",6FR5J7J9+GX,,Not Available,https://maps.google.com/?cid=13227769338722872821,6.6313551,3.269899300000001,https://search.google.com/local/reviews?placeid=ChIJn_S2OAmROxAR9W1hPSF6krc&q=Oludipe+Roofings%2C+24+WALE+ADEKOYA%2C+AGBEDE+OLOSURGBO%2C+Ipaja%2C+Ikotun+102213%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,,,https://oludipe-roofings.business.site/?utm_source=gmb&utm_medium=referral,"roofing_contractor, point_of_interest, establishment",+234 818 474 2254
(206) 561-9311,ChIJZ-bcZaBtkFQR8sDw0QpmyD4,,Near Me Roofing Company - Seattle,"989 112th Ave NE #1708, Bellevue, WA 98004, USA","989 112th Avenue Northeast #1708, Bellevue",4523978022351585522,https://lh3.googleusercontent.com/places/ANJU3DuWB6xM-LpklerhK25ci8b9459xjzSPkYzWpGPP05YQrz2zufrFuVKZA7ChjR4S3CnDFsjzCqQXf67JaE82667A5cEbEj8oaHQ=s1600-w400,"Bellevue, WA 98004",84VVJR95+JF,,"Monday: [8:00 AM – 8:00 PM], Tuesday: [8:00 AM – 8:00 PM], Wednesday: [8:00 AM – 8:00 PM], Thursday: [8:00 AM – 8:00 PM], Friday: [8:00 AM – 8:00 PM], Saturday: [Closed], Sunday: [8:00 AM – 8:00 PM]",https://maps.google.com/?cid=4523978022351585522,47.619106,-122.1913479,https://search.google.com/local/reviews?placeid=ChIJZ-bcZaBtkFQR8sDw0QpmyD4&q=Near+Me+Roofing+Company+-+Seattle%2C+989+112th+Ave+NE+%231708%2C+Bellevue%2C+WA+98004%2C+USA&authuser=0&hl=en&gl=US,4.8,34,http://www.nearmeroofingcompany.com/,"roofing_contractor, point_of_interest, establishment",+1 206-561-9311
(206) 483-0932,ChIJ85Zozb5rkFQRJlIqoEySjpM,,Seattle Roof Cleaning,"1103 5th Ave, Seattle, WA 98101, USA","1103 5th Avenue, Seattle",10632596628070617638,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Seattle, WA 98101",84VVJM49+W2,,"Monday: [6:00 AM – 11:30 PM], Tuesday: [6:00 AM – 11:30 PM], Wednesday: [6:00 AM – 11:30 PM], Thursday: [6:00 AM – 11:30 PM], Friday: [6:00 AM – 11:30 PM], Saturday: [6:00 AM – 11:30 PM], Sunday: [6:00 AM – 11:30 PM]",https://maps.google.com/?cid=10632596628070617638,47.60729860000001,-122.332484,https://search.google.com/local/reviews?placeid=ChIJ85Zozb5rkFQRJlIqoEySjpM&q=Seattle+Roof+Cleaning%2C+1103+5th+Ave%2C+Seattle%2C+WA+98101%2C+USA&authuser=0&hl=en&gl=US,4.8,22,https://seattle-roof-cleaning.business.site/,"roofing_contractor, point_of_interest, establishment",+1 206-483-0932
(206) 651-5617,ChIJg0V376EVkFQR5ikqVm4-V-c,,Rainier Roofing Company,"2104 S Plum St, Seattle, WA 98144, USA","2104 South Plum Street, Seattle",16669861189348108774,https://lh3.googleusercontent.com/places/ANJU3Dsz2mITroVOsqal-fBw0C3dUMHmr-tKcKp9ZenbFcXpdyubt8PV7_ktLktEyztn-D9w0OwXr234VesQ_y0OeuiI8jqyCFZuS7M=s1600-w400,"Seattle, WA 98144",84VVHMPV+7W,,"Monday: [7:00 AM – 7:00 PM], Tuesday: [7:00 AM – 7:00 PM], Wednesday: [7:00 AM – 7:00 PM], Thursday: [7:00 AM – 7:00 PM], Friday: [7:00 AM – 7:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=16669861189348108774,47.5856551,-122.3052215,https://search.google.com/local/reviews?placeid=ChIJg0V376EVkFQR5ikqVm4-V-c&q=Rainier+Roofing+Company%2C+2104+S+Plum+St%2C+Seattle%2C+WA+98144%2C+USA&authuser=0&hl=en&gl=US,4.8,100,https://www.rainierroofingcompany.com/,"roofing_contractor, point_of_interest, establishment",+1 206-651-5617
(206) 604-8098,ChIJ____P7RqkFQRUd3DU3c-zn8,absolutequalityrr@gmail.com,Absolute Quality Roof Restoration,"44th Pl NE, Seattle, WA 98115, USA","44th Place Northeast, Seattle",9209366970246618449,https://lh3.googleusercontent.com/places/ANJU3DtR-qJJkK-EOBDjP0ipuy8dXIUO2rGyM0vtALbDqKfapU92V_K4TWVOvSK4ptp1owNWdlBTveTQ5NEaFMrYqLzp4FLikj7k8sQ=s1600-w400,"Seattle, WA 98115",84VVMM55+X7,,"Monday: [9:00 AM – 6:00 PM], Tuesday: [9:00 AM – 6:00 PM], Wednesday: [9:00 AM – 6:00 PM], Thursday: [9:00 AM – 6:00 PM], Friday: [9:00 AM – 6:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=9209366970246618449,47.6599668,-122.3417647,https://search.google.com/local/reviews?placeid=ChIJ____P7RqkFQRUd3DU3c-zn8&q=Absolute+Quality+Roof+Restoration%2C+44th+Pl+NE%2C+Seattle%2C+WA+98115%2C+USA&authuser=0&hl=en&gl=US,5,44,http://www.absolutequalityroof.com/,"roofing_contractor, point_of_interest, establishment",+1 206-604-8098
(877) 926-9966,ChIJuRHQk2RqkFQRvLSgafU_cvY,askus@yourguardianroof.com,Guardian Roofing,"3211 Martin Luther King Jr Way S, Seattle, WA 98144, USA","3211 Martin Luther King Junior Way South, Seattle",17758326603946964156,https://lh3.googleusercontent.com/places/ANJU3DteZEeqhLl-arhEo2evt8lYd_D4VYbc5lTsm6xIymwz0fBzNqYWdb2XXR486AkAvL7XrUKZ3HLdhDR016DXq9iJYt5Yq3k5dKg=s1600-w400,"Seattle, WA 98144",84VVHPF3+R4,Facebook:  https://www.facebook.com/guardianroofingwa/   Twitter:  https://www.Twitter.com/Guardian_WA/    Instagram:  https://www.Instagram.com/guardian_wa/ YouTube_Channel:  https://www.youtube.com/channel/UCZZzA3xGvHZY4YtRSaoZ0xw/  ,"Monday: [7:00 AM – 7:00 PM], Tuesday: [7:00 AM – 7:00 PM], Wednesday: [7:00 AM – 7:00 PM], Thursday: [7:00 AM – 7:00 PM], Friday: [7:00 AM – 7:00 PM], Saturday: [7:00 AM – 7:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=17758326603946964156,47.5745738,-122.2972426,https://search.google.com/local/reviews?placeid=ChIJuRHQk2RqkFQRvLSgafU_cvY&q=Guardian+Roofing%2C+3211+Martin+Luther+King+Jr+Way+S%2C+Seattle%2C+WA+98144%2C+USA&authuser=0&hl=en&gl=US,5,17,https://www.guardianhome.com/,"roofing_contractor, general_contractor, point_of_interest, establishment",+1 877-926-9966
0807 409 8577,ChIJocKnlp2ROxARgHP3noyCy70,,Kovarite Roofing LTD Stone Coated Tiles Warehouse,"15/16 Sule Street, By Mangoro Bus Stop, Agege 102212, Lagos, Nigeria","15/16 Sule Street, By Mangoro Bus Stop, Lagos",13676168233914692480,https://lh3.googleusercontent.com/places/ANJU3DsG_MKErk19ELc-Rs34VxR_FmxKfMardyxXFik53l_Dl6mBvnSce8vsf43gARPPPIzOctZskd2kAK5cfOyybh8NbF3NJe3bgkY=s1600-w400,"Lagos, LA 102212",6FR5J85H+J8,,"Monday: [9:00 AM – 5:00 PM], Tuesday: [9:00 AM – 5:00 PM], Wednesday: [9:00 AM – 5:00 PM], Thursday: [9:00 AM – 5:00 PM], Friday: [9:00 AM – 5:00 PM], Saturday: [9:00 AM – 5:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=13676168233914692480,6.609111700000001,3.3283436,https://search.google.com/local/reviews?placeid=ChIJocKnlp2ROxARgHP3noyCy70&q=Kovarite+Roofing+LTD+Stone+Coated+Tiles+Warehouse%2C+15%2F16+Sule+Street%2C+By+Mangoro+Bus+Stop%2C+Agege+102212%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,4.8,39,http://www.kovarite.com/,"roofing_contractor, point_of_interest, store, establishment",+234 807 409 8577
